,parola,count
1660,bancarella,2
1661,teatro,2
1662,gamma,2
1663,60,2
1664,dolce,2
1665,venduto,2
1666,esorbitare,2
1667,amaro,2
1668,allestire,2
1669,chiusura,2
1670,national,2
1671,aspettativa,2
1672,felice,2
1673,finalmente,2
1674,mouat,2
1675,british,2
1676,venerdì,2
1677,fortunato,2
1678,assaggiare,2
1679,pattinaggio,2
1680,velocità,2
1681,misura,2
1682,struttura,2
1683,giovanile,2
1684,ospitare,2
1685,06,2
1686,maggie,2
1687,elena,2
1688,ferrare,2
1689,tabù,2
1690,circondare,2
1691,assieme,2
1692,inconsueto,2
1693,passing,2
1694,harlem,2
1695,jonas,2
1696,carpignano,2
1697,coproduzione,2
1698,svedese,2
1699,calabrese,2
1700,lost,2
1701,daughter,2
1702,spiaggia,2
1703,turbato,2
1704,rapportare,2
1705,sgomentare,2
1706,anticonformista,2
1707,special,2
1708,dave,2
1709,difendere,2
1710,libertà,2
1711,attivista,2
1712,assassinare,2
1713,acronimo,2
1714,necessità,2
1715,wall,2
1716,rimuovere,2
1717,ten,2
1718,epico,2
1719,azionista,2
1720,abbonato,2
1721,02,2
1722,manifestare,2
1723,clima,2
1724,cop26,2
1725,glasgow,2
1726,ambientalista,2
1727,pallone,2
1728,raffigurare,2
1729,emulazione,2
1730,ospite,2
1731,speciale,2
1732,proseguire,2
1733,ristorare,2
1734,piazzare,2
1735,morale,2
1736,motivo,2
1737,toscano,2
1738,buon,2
1739,progetto,2
1740,consigliare,2
1741,regione,2
1742,attentare,2
1743,stimolare,2
1744,parlarne,2
1745,rivoluzione,2
1746,favorire,2
1747,apprendere,2
1748,apprendimento,2
1749,chissà,2
1750,selezione,2
1751,italki,2
1752,compiere,2
1753,individuo,2
1754,abbastanza,2
1755,eco,2
1756,nordico,2
1757,crime,2
1758,distare,2
1759,scontrare,2
1760,assicurare,2
1761,gallare,2
1762,giusto,2
1763,livellare,2
1764,ottimo,2
1765,preciso,2
1766,paris,2
1767,ventenne,2
1768,affatto,2
1769,regnare,2
1770,accentare,2
1771,marcare,2
1772,robot,2
1773,robotico,2
1774,intimare,2
1775,pace,2
1776,presentare,2
1777,marzo,2
1778,composto,2
1779,kogonada,2
1780,radicalmente,2
1781,indubbiamente,2
1782,straordinario,2
1783,previsione,2
1784,contrapporre,2
1785,vestire,2
1786,jeon,2
1787,lanciato,2
1788,privo,2
1789,raccogliere,2
1790,invitato,2
1791,grado,2
1792,primario,2
1793,fragile,2
1794,sottolineare,2
1795,vecchio,2
1796,principiare,2
1797,bangtan,2
1798,forbes,2
1799,discografico,2
1800,big,2
1801,profondamente,2
1802,ndr,2
1803,esporre,2
1804,collaborazione,2
1805,music,2
1806,là,2
1807,innumerevole,2
1808,suicidio,2
1809,2000,2
1810,wonder,2
1811,girls,2
1812,2012,2
1813,affacciare,2
1814,arrivo,2
1815,salare,2
1816,luglio,2
1817,eternare,2
1818,ja,2
1819,carenza,2
1820,gentile,2
1821,ballare,2
1822,approccio,2
1823,percepire,2
1824,fugare,2
1825,campione,2
1826,scenografia,2
1827,vociare,2
1828,tecnologia,2
1829,chiuso,2
1830,regolamentare,2
1831,internare,2
1832,21,2
1833,inquietare,2
1834,labirintico,2
1835,architettare,2
1836,cenare,2
1837,stile,2
1838,hotel,2
1839,falla,2
1840,pirata,2
1841,copiare,2
1842,contrariare,2
1843,inizio,2
1844,ishimaro,2
1845,fondatore,2
1846,press,2
1847,consentire,2
1848,evidenziare,2
1849,territorio,2
1850,washington,2
1851,natale,2
1852,2018,2
1853,trasferirsi,2
1854,24,2
1855,choi,2
1856,missione,2
1857,to,2
1858,ipoteso,2
1859,campagna,2
1860,esistenza,2
1861,global,2
1862,ambassador,2
1863,collocarlo,2
1864,mantella,2
1865,immaginarla,2
1866,macchiato,2
1867,capello,2
1868,caschetto,2
1869,arruffato,2
1870,accigliare,2
1871,acclamatissima,2
1872,giocatrice,2
1873,067,2
1874,testimonial,2
1875,nicolas,2
1876,ghesquière,2
1877,istantaneamente,2
1878,talentare,2
1879,fantastico,2
1880,capitolare,2
1881,27enne,2
1882,attivo,2
1883,passerella,2
1884,tory,2
1885,burch,2
1886,giambattista,2
1887,vallo,2
1888,schiaparelli,2
1889,contattare,2
1890,indizio,2
1891,shopping,2
1892,lyst,2
1893,retro,2
1894,calzatura,2
1895,on,2
1896,vans,2
1897,gettonare,2
1898,incrementare,2
1899,145,2
1900,numerato,2
1901,capo,2
1902,130,2
1903,roso,2
1904,62,2
1905,horror,2
1906,riflessione,2
1907,bicchiere,2
1908,fondere,2
1909,jazz,2
1910,legnare,2
1911,godere,2
1912,shonda,2
1913,rhimes,2
1914,catturare,2
1915,carpet,2
1916,telecamera,2
1917,visibilmente,2
1918,puntandosi,2
1919,tempia,2
1920,fase,2
1921,concretizzera,2
1922,tormentone,2
1923,medesimo,2
1924,takami,2
1925,culto,2
1926,irlandese,2
1927,pubg,2
1928,trasformarsi,2
1929,veloce,2
1930,frattempo,2
1931,domandarsi,2
1932,salvare,2
1933,amicare,2
1934,single,2
1935,scappare,2
1936,carissimo,2
1937,terrificare,2
1938,spaccatura,2
1939,rivelato,2
1940,puntuale,2
1941,economicus,2
1942,sapiens,2
1943,sung,2
1944,ae,2
1945,macquarie,2
1946,ideologia,2
1947,neoliberale,2
1948,esserne,2
1949,kyng,2
1950,college,2
1951,mentalità,2
1952,subitaneo,2
1953,egoismo,2
1954,altruismo,2
1955,cortile,2
1956,sadico,2
1957,pessimistico,2
1958,cruento,2
1959,colonizzazione,2
1960,quarant,2
1961,dittatura,2
1962,infine,2
1963,mazzata,2
1964,cicatrice,2
1965,dilaniare,2
1966,regolamentazione,2
1967,precariato,2
1968,acuirsi,2
1969,seppur,2
1970,seriale,2
1971,audience,2
1972,gangam,2
1973,incentrare,2
1974,aspetto,2
1975,ammazzarsi,2
1976,divino,2
1977,provvidenza,2
1978,verità,2
1979,novanta,2
1980,bastione,2
1981,nazione,2
1982,esplodere,2
1983,lancio,2
1984,attuale,2
1985,intruppati,2
1986,iper,2
1987,branco,2
1988,dimezzare,2
1989,reintegrare,2
1990,quotidianità,2
1991,immolazione,2
1992,finanziare,2
1993,centers,2
1994,essenzialmente,2
1995,egoista,2
1996,ammissibile,2
1997,nascosto,2
1998,cappuccio,2
1999,recare,2
2000,gerarchia,2
2001,poveraccio,2
2002,clandestino,2
2003,organo,2
2004,estratto,2
2005,rivelatore,2
2006,brutale,2
2007,luis,2
2008,buñuel,2
2009,pedina,2
2010,animalesco,2
2011,ricoprire,2
2012,spiare,2
2013,massacrare,2
2014,godimento,2
2015,eu,2
2016,kids,2
2017,possedere,2
2018,sorella,2
2019,ritornare,2
2020,costruire,2
2021,didattico,2
2022,locale,2
2023,domanda,2
2024,vaio,2
2025,rialzare,2
2026,capacità,2
2027,abilità,2
2028,insistere,2
2029,collego,2
2030,rafforzare,2
2031,fiducia,2
2032,garante,2
2033,privacy,2
2034,applicazione,2
2035,filtro,2
2036,visualizzare,2
2037,privato,2
2038,altronde,2
2039,protezione,2
2040,g,2
2041,consiglio,2
2042,indicazione,2
2043,modalità,2
2044,appuntamento,2
2045,abusare,2
2046,windtre,2
2047,kit,2
2048,modello,2
2049,solidarietà,2
2050,borsa,2
2051,muovere,2
2052,56,2
2053,abbonamento,2
2054,84,2
2055,previsto,2
2056,book,2
2057,manodopera,2
2058,incertezza,2
2059,variare,2
2060,calere,2
2061,appletv,2
2062,limitare,2
2063,miracoloso,2
2064,lineare,2
2065,avanzato,2
2066,oriente,2
2067,incarnare,2
2068,generosità,2
2069,determinazione,2
2070,professione,2
2071,onestà,2
2072,suscitare,2
2073,1924,2
2074,obbligare,2
2075,vergognare,2
2076,prezioso,2
2077,chiesto,2
2078,coraggio,2
2079,sentito,2
2080,oceano,2
2081,confronto,2
2082,appartenere,2
2083,minoranza,2
2084,risapere,2
2085,tavola,2
2086,brad,2
2087,pitt,2
2088,congratulare,2
2089,ondata,2
2090,bertolucci,2
2091,criticare,2
2092,improvvisamente,2
2093,piuttosto,2
2094,definizione,2
2095,ritirarmi,2
2096,sollievo,2
2097,cimare,2
2098,compenso,2
2099,torneare,2
2100,saturday,2
2101,night,2
2102,pete,2
2103,davidson,2
2104,ramo,2
2105,malek,2
2106,country,2
2107,grand,2
2108,guignol,2
2109,disuguaglianza,2
2110,convivere,2
2111,rinunciare,2
2112,première,2
2113,rimare,2
2114,esserci,2
2115,malinteso,2
2116,dichiarare,2
2117,crollare,2
2118,progresso,2
2119,perdersi,2
2120,settanta,2
2121,torneo,2
2122,risata,2
2123,piare,2
2124,light,2
2125,sorpreso,2
2126,bambola,2
2127,parodia,2
2128,trascendenza,2
2129,rito,2
2130,buttare,2
2131,addossare,2
2132,affascinare,2
2133,premettere,2
2134,ricompensare,2
2135,38,2
2136,egemonia,2
2137,leale,2
2138,famigerato,2
2139,colpa,2
2140,chiedermi,2
2141,camminare,2
2142,emergere,2
2143,consacrazione,2
2144,rising,2
2145,1998,2
2146,costanza,2
2147,remake,2
2148,keanu,2
2149,reeves,2
2150,sandra,2
2151,bullock,2
2152,masterclass,2
2153,orgoglioso,2
2154,deliver,2
2155,us,2
2156,evil,2
2157,hunt,2
2158,sperimentare,2
2159,ingrato,2
2160,conversare,2
2161,11,2
2162,omaggio,2
2163,documentario,2
2164,largire,2
2165,massa,2
2166,parallelo,2
2167,assegnato,2
2168,cinquina,2
2169,succession,2
2170,morning,2
2171,disperare,2
2172,apparentemente,2
2173,fama,2
2174,modificare,2
2175,rassicurare,2
2176,lambretta,2
2177,rubattino,2
2178,squadra,2
2179,animatore,2
2180,sciare,2
2181,destro,2
2182,vittoria,2
2183,olimpiadigiochidistrada,2
2184,it,2
2185,scorso,2
2186,estate,2
2187,37,2
2188,lungometraggio,2
2189,dimostrare,2
2190,made,2
2191,cartellone,2
2192,movie,2
2193,that,2
2194,pazzo,2
2195,emotivo,2
2196,spolverare,2
2197,esotismo,2
2198,perfettamente,2
2199,concepire,2
2200,suspense,2
2201,orologeria,2
2202,giustificare,2
2203,invadere,2
2204,occidente,2
2205,impiantire,2
2206,tragico,2
2207,brillo,2
2208,anzi,2
2209,settimo,2
2210,robert,2
2211,sheckley,2
2212,elio,2
2213,petri,2
2214,mastroianni,2
2215,ursula,2
2216,andress,2
2217,flaiano,2
2218,sino,2
2219,titano,2
2220,philip,2
2221,dick,2
2222,quintet,2
2223,altman,2
2224,mela,2
2225,marcio,2
2226,collinson,2
2227,paul,2
2228,auster,2
2229,perversione,2
2230,tratto,2
2231,alieno,2
2232,noia,2
2233,sproporzione,2
2234,crudeltà,2
2235,riedizione,2
2236,golia,2
2237,schierarci,2
2238,giovanetto,2
2239,fionda,2
2240,mostruoso,2
2241,ombra,2
2242,dimenticare,2
2243,sovente,2
2244,avidità,2
2245,difettuccio,2
2246,sollecitamente,2
2247,protervia,2
2248,nemico,2
2249,tradizione,2
2250,imbattibile,2
2251,subentrare,2
2252,formidabile,2
2253,sintonia,2
2254,autenticare,2
2255,schema,2
2256,ignaro,2
2257,miraggio,2
2258,arricchimento,2
2259,individuare,2
2260,spalla,2
2261,murare,2
2262,declinare,2
2263,controllore,2
2264,vibrare,2
2265,venare,2
2266,anarcoide,2
2267,brecht,2
2268,rapinare,2
2269,fondarne,2
2270,assentire,2
2271,breaking,2
2272,bad,2
2273,walter,2
2274,white,2
2275,reinventare,2
2276,narcotrafficante,2
2277,sbattere,2
2278,bravo,2
2279,onesto,2
2280,virtuoso,2
2281,cancro,2
2282,assicurazione,2
2283,mangiare,2
2284,humus,2
2285,metafora,2
2286,cristallizzato,2
2287,castale,2
2288,qualunque,2
2289,ascensore,2
2290,allontanarsi,2
2291,minimale,2
2292,relativo,2
2293,stabilità,2
2294,regolamento,2
2295,burocrazia,2
2296,acuire,2
2297,albuquerque,2
2298,valido,2
2299,annientamento,2
2300,comprensivo,2
2301,diramare,2
2302,sensibilizzare,2
2303,laddove,2
2304,filtrare,2
2305,evitare,2
2306,ricostruire,2
2307,divulgare,2
2308,reel,2
2309,dispensare,2
2310,calcio,2
2311,pugno,2
2312,entropy,2
2313,iraniano,2
2314,scuro,2
2315,nevrosi,2
2316,dettagliare,2
2317,magico,2
2318,mutare,2
2319,rupe,2
2320,detenere,2
2321,pochissimo,2
2322,fumetto,2
2323,sebbene,2
2324,golden,2
2325,globe,2
2326,ibrido,2
2327,comunque,2
2328,diritto,2
2329,danno,2
2330,inclusività,2
2331,giornalista,2
2332,avvenire,2
2333,sessanta,2
2334,favorito,2
2335,frotta,2
2336,telespettatore,2
2337,agitare,2
2338,emulo,2
2339,rouge,2
2340,disposto,2
2341,450,2
2342,canna,2
2343,cimentarsi,2
2344,bonario,2
2345,appianare,2
2346,voragine,2
2347,penitenza,2
2348,prestazione,2
2349,sommergere,2
2350,cambiale,2
2351,scommettitore,2
2352,rovinare,2
2353,angosciare,2
2354,arno,2
2355,finto,2
2356,piede,2
2357,36,2
2358,segretario,2
2359,allarmatie,2
2360,cerchiare,2
2361,preadolescenti,2
2362,educativo,2
2363,denuncia,2
2364,piemonte,2
2365,torino,2
2366,ceffone,2
2367,reo,2
2368,punizione,2
2369,analogo,2
2370,ripetuto,2
2371,chat,2
2372,spintonarsi,2
2373,prendersi,2
2374,schiaffo,2
2375,daniele,2
2376,pedagogista,2
2377,dad,2
2378,arrendere,2
2379,spettacolo,2
2380,invertire,2
2381,avviare,2
2382,cioccolato,2
2383,anticipare,2
2384,decennio,2
2385,improbabile,2
2386,facezia,2
2387,tizio,2
2388,4mila,2
2389,risarcirlo,2
2390,segnale,2
2391,irruzione,2
2392,annunciarla,2
2393,strascicare,2
2394,ostrica,2
2395,perla,2
2396,prim,2
2397,tarantino,2
2398,kill,2
2399,bill,2
2400,vagire,2
2401,anima,2
2402,recapitare,2
2403,trasportare,2
2404,sconoscere,2
2405,palare,2
2406,sbandare,2
2407,ludopatico,2
2408,allegoria,2
2409,tranciare,2
2410,ricchissimi,2
2411,avvertenza,2
2412,dose,2
2413,improvvisare,2
2414,sedia,2
2415,animo,2
2416,sensibile,2
2417,iphone,2
2418,serial,2
2419,letterale,2
2420,rapidità,2
2421,piombare,2
2422,trascorso,2
2423,settore,2
2424,leggendario,2
2425,televisione,2
2426,ovvio,2
2427,precisione,2
2428,pullover,2
2429,esaurire,2
2430,spartire,2
2431,risiko,2
2432,quotare,2
2433,lvmh,2
2434,kering,2
2435,sodalizio,2
2436,contratto,2
2437,make,2
2438,up,2
2439,incisivo,2
2440,riconoscibile,2
2441,combinato,2
2442,214,2
2443,popstar,2
2444,styling,2
2445,veicolare,2
2446,parigino,2
2447,andazzo,2
2448,giardino,2
2449,tuileries,2
2450,invaso,2
2451,curioso,2
2452,francia,2
2453,torre,2
2454,eiffel,2
2455,idem,2
2456,monopolizzare,2
2457,security,2
2458,nessun,2
2459,follare,2
2460,inequivocabile,2
2461,like,2
2462,solido,2
2463,efficacia,2
2464,partnership,2
2465,launchmetrics,2
2466,miniabito,2
2467,defilé,2
2468,celebrity,2
2469,2536,2
2470,menzione,2
2471,tabellone,2
2472,cassare,2
2473,treno,2
2474,intoppare,2
2475,intitolare,2
2476,strappare,2
2477,bordo,2
2478,neolingua,2
2479,lettore,2
2480,direttamente,2
2481,testo,2
2482,esposto,2
2483,inciucio,2
2484,partito,2
2485,coalizione,2
2486,governo,2
2487,ideologico,2
2488,populista,2
2489,vintage,2
2490,romano,2
2491,maglietta,2
2492,joong,2
2493,paradigma,2
2494,agenzia,2
2495,analizzare,2
2496,cosmetico,2
2497,antietà,2
2498,vacanza,2
2499,bagnare,2
2500,dizi,2
2501,giudicato,1
2502,inverosimile,1
2503,emirato,1
2504,arabo,1
2505,brasile,1
2506,lituania,1
2507,amministratore,1
2508,delegare,1
2509,renderla,1
2510,legame,1
2511,koren,1
2512,barcamenare,1
2513,onirico,1
2514,citazione,1
2515,agatha,1
2516,christie,1
2517,eyes,1
2518,wide,1
2519,shut,1
2520,kubrick,1
2521,spruzzare,1
2522,devastare,1
2523,subito,1
2524,sogno,1
2525,battersi,1
2526,corretto,1
2527,infantile,1
2528,fune,1
2529,manco,1
2530,jackpot,1
2531,carnefice,1
2532,mitra,1
2533,incappucciare,1
2534,ludopata,1
2535,quarantenne,1
2536,compatire,1
2537,hae,1
2538,operatore,1
2539,derubare,1
2540,profugo,1
2541,generoso,1
2542,immigrare,1
2543,pachistano,1
2544,abdul,1
2545,anupam,1
2546,tripathi,1
2547,replica,1
2548,fanfiction,1
2549,inconveniente,1
2550,sfortunato,1
2551,scherzo,1
2552,fan,1
2553,calmo,1
2554,dente,1
2555,entusiasta,1
2556,valutare,1
2557,seguitissima,1
2558,piu,1
2559,fayetteville,1
2560,manlius,1
2561,email,1
2562,syracuse,1
2563,potenziale,1
2564,inappropriato,1
2565,mott,1
2566,road,1
2567,elementary,1
2568,school,1
2569,soddisfare,1
2570,linea,1
2571,letteralmente,1
2572,rendendola,1
2573,05,1
2574,pezzo,1
2575,bretagna,1
2576,ufficiale,1
2577,bibbia,1
2578,bbc,1
2579,kimbap,1
2580,bulgogi,1
2581,piatto,1
2582,carne,1
2583,manzo,1
2584,maiale,1
2585,astratto,1
2586,hallyu,1
2587,linguista,1
2588,dizionario,1
2589,inventare,1
2590,contesto,1
2591,introdurre,1
2592,permettere,1
2593,incresparsi,1
2594,jooh,1
2595,report,1
2596,rifugiato,1
2597,52,1
2598,nominato,1
2599,orologio,1
2600,next,1
2601,2016,1
2602,marc,1
2603,jacobs,1
2604,rag,1
2605,bone,1
2606,ferretti,1
2607,max,1
2608,mara,1
2609,affrettare,1
2610,biscottare,1
2611,revival,1
2612,oscurare,1
2613,frangia,1
2614,sfogliare,1
2615,croccante,1
2616,bastoncino,1
2617,romperlo,1
2618,immediatamente,1
2619,inventivo,1
2620,esitare,1
2621,allentare,1
2622,ago,1
2623,riscaldare,1
2624,dubbioso,1
2625,tagliare,1
2626,umido,1
2627,direttore,1
2628,kyung,1
2629,specialista,1
2630,venuto,1
2631,chang,1
2632,joo,1
2633,soon,1
2634,300,1
2635,afp,1
2636,situare,1
2637,desiderabile,1
2638,accalcare,1
2639,locare,1
2640,rivendere,1
2641,arrendersi,1
2642,vuoto,1
2643,impiegare,1
2644,sodio,1
2645,mestolo,1
2646,fornello,1
2647,pasta,1
2648,desiderare,1
2649,pasticcere,1
2650,vasto,1
2651,recentemente,1
2652,frenetico,1
2653,commerciare,1
2654,apparso,1
2655,predare,1
2656,gelare,1
2657,cioccolatino,1
2658,scarso,1
2659,sentore,1
2660,noci,1
2661,deliziare,1
2662,venditore,1
2663,cucire,1
2664,1997,1
2665,premoderno,1
2666,metodo,1
2667,preservare,1
2668,sacrificare,1
2669,michael,1
2670,hurt,1
2671,teoria,1
2672,xinhua,1
2673,inaugurazione,1
2674,accrescere,1
2675,bruce,1
2676,britannico,1
2677,curling,1
2678,olympic,1
2679,association,1
2680,maschile,1
2681,jen,1
2682,dodds,1
2683,misto,1
2684,test,1
2685,chino,1
2686,open,1
2687,miro,1
2688,lodare,1
2689,pattinatore,1
2690,rigido,1
2691,attrezzato,1
2692,sistematico,1
2693,immenso,1
2694,bellissima,1
2695,campionessa,1
2696,isabel,1
2697,grevelt,1
2698,pista,1
2699,pattinare,1
2700,qualità,1
2701,ghiacciare,1
2702,yang,1
2703,binyu,1
2704,medaglia,1
2705,delegazione,1
2706,mass,1
2707,start,1
2708,losanna,1
2709,onorato,1
2710,mediare,1
2711,07,1
2712,jessie,1
2713,buckley,1
2714,dakota,1
2715,johnson,1
2716,sarsgaard,1
2717,località,1
2718,ossessivamente,1
2719,chiassoso,1
2720,sopraffare,1
2721,smarrimento,1
2722,intensità,1
2723,maternità,1
2724,impulsivo,1
2725,catapultare,1
2726,minaccioso,1
2727,consecutivo,1
2728,leone,1
2729,nomadland,1
2730,chloé,1
2731,zhao,1
2732,biennale,1
2733,bufera,1
2734,scioperare,1
2735,picchetto,1
2736,sunset,1
2737,boulevard,1
2738,mea,1
2739,culpa,1
2740,ceo,1
2741,colosso,1
2742,sbagliare,1
2743,sforzo,1
2744,staff,1
2745,palinsesto,1
2746,ridire,1
2747,offensivo,1
2748,lbgqt,1
2749,preoccupato,1
2750,citandone,1
2751,impegnare,1
2752,affilato,1
2753,mordere,1
2754,executive,1
2755,esprimere,1
2756,discutibile,1
2757,negativo,1
2758,nocivo,1
2759,teso,1
2760,contraddire,1
2761,human,1
2762,rights,1
2763,campaign,1
2764,44,1
2765,paragonare,1
2766,ridere,1
2767,dipingere,1
2768,civile,1
2769,identificarsi,1
2770,terf,1
2771,exclusionary,1
2772,radical,1
2773,feminist,1
2774,sostenere,1
2775,assegnare,1
2776,veramente,1
2777,journal,1
2778,difensivo,1
2779,parametro,1
2780,basandosi,1
2781,indicatore,1
2782,stagnare,1
2783,raddoppiare,1
2784,sottoscrittore,1
2785,ispirandosi,1
2786,celebre,1
2787,pro,1
2788,riandare,1
2789,fiume,1
2790,clyde,1
2791,blindato,1
2792,off,1
2793,limits,1
2794,inscenare,1
2795,impersonare,1
2796,intento,1
2797,lanciarsi,1
2798,striscione,1
2799,solamente,1
2800,maggiorenne,1
2801,dispiacere,1
2802,diversificazione,1
2803,rivolto,1
2804,considerato,1
2805,frescobaldi,1
2806,signoria,1
2807,aggressione,1
2808,youtuber,1
2809,telefilm,1
2810,correggere,1
2811,incitare,1
2812,particolarmente,1
2813,capoluogo,1
2814,apprezzare,1
2815,architettura,1
2816,auspicare,1
2817,inghilterra,1
2818,mecca,1
2819,negare,1
2820,antonio,1
2821,mazzeo,1
2822,pegaso,1
2823,bandiera,1
2824,snob,1
2825,vezzo,1
2826,anglosassone,1
2827,magari,1
2828,binge,1
2829,watching,1
2830,ossia,1
2831,sostare,1
2832,fruire,1
2833,moltissimo,1
2834,orecchiare,1
2835,alimentare,1
2836,ispirarvi,1
2837,supportare,1
2838,community,1
2839,madrelingua,1
2840,idioma,1
2841,comodamente,1
2842,divano,1
2843,allettare,1
2844,fruirla,1
2845,hangul,1
2846,alfabeto,1
2847,lezione,1
2848,funzionare,1
2849,karen,1
2850,collegare,1
2851,gio,1
2852,bordertown,1
2853,gustare,1
2854,ispettore,1
2855,sorjonen,1
2856,trasferitosi,1
2857,confine,1
2858,russia,1
2859,neve,1
2860,silenziare,1
2861,dimestichezza,1
2862,tenervi,1
2863,attaccato,1
2864,juho,1
2865,germania,1
2866,scomparso,1
2867,widen,1
2868,borgo,1
2869,mistero,1
2870,intimamente,1
2871,guardarla,1
2872,conversazione,1
2873,essenziale,1
2874,intreccio,1
2875,furto,1
2876,zecca,1
2877,banda,1
2878,rapinatore,1
2879,gustarvi,1
2880,giungere,1
2881,rispolverare,1
2882,paula,1
2883,professoressa,1
2884,trasferire,1
2885,inaspettato,1
2886,esportare,1
2887,filiale,1
2888,adatto,1
2889,mostrarci,1
2890,professionale,1
2891,pluripremiata,1
2892,elisabetta,1
2893,ii,1
2894,matrimonio,1
2895,1947,1
2896,immergersi,1
2897,very,1
2898,ottimare,1
2899,banco,1
2900,2029,1
2901,integrare,1
2902,caos,1
2903,chicca,1
2904,notevolmente,1
2905,feb,1
2906,america,1
2907,indimenticabile,1
2908,perdita,1
2909,anteprima,1
2910,svelare,1
2911,trailer,1
2912,settimanale,1
2913,venerdi,1
2914,bestseller,1
2915,terror,1
2916,killing,1
2917,justin,1
2918,chon,1
2919,esecutivo,1
2920,pilot,1
2921,antenato,1
2922,tributare,1
2923,sepolto,1
2924,troupe,1
2925,dotato,1
2926,1900,1
2927,matriarca,1
2928,solomon,1
2929,casto,1
2930,minho,1
2931,hansu,1
2932,salomone,1
2933,minha,1
2934,anna,1
2935,sawai,1
2936,naomi,1
2937,eunchae,1
2938,kyunghee,1
2939,inji,1
2940,jeong,1
2941,yangjin,1
2942,jimmi,1
2943,simpson,1
2944,tom,1
2945,andrews,1
2946,junwoo,1
2947,yoseb,1
2948,kaho,1
2949,minami,1
2950,etsuko,1
2951,steve,1
2952,sanghyun,1
2953,noh,1
2954,isak,1
2955,soji,1
2956,arare,1
2957,mozasu,1
2958,yu,1
2959,na,1
2960,commissione,1
2961,adolescenza,1
2962,acclarata,1
2963,umiliazione,1
2964,vedersi,1
2965,coetaneo,1
2966,sessuale,1
2967,maestro,1
2968,proposito,1
2969,concreto,1
2970,censorio,1
2971,sconfitto,1
2972,parental,1
2973,control,1
2974,genitorialità,1
2975,débâcle,1
2976,nudo,1
2977,amichetta,1
2978,rovesciare,1
2979,aulire,1
2980,testimonianza,1
2981,dilagare,1
2982,suggerire,1
2983,micidiale,1
2984,denunciare,1
2985,soluzione,1
2986,referente,1
2987,censurare,1
2988,storcere,1
2989,naso,1
2990,strumentare,1
2991,difeso,1
2992,incolumità,1
2993,rm,1
2994,suga,1
2995,hope,1
2996,ji,1
2997,v,1
2998,kook,1
2999,album,1
3000,taylor,1
3001,swift,1
3002,billie,1
3003,eilish,1
3004,ariano,1
3005,azionario,1
3006,etichettare,1
3007,entertainment,1
3008,hybe,1
3009,68,1
3010,385,1
3011,ciascun,1
3012,emissione,1
3013,cantare,1
3014,pseudonimo,1
3015,fabio,1
3016,demofonti,1
3017,snoop,1
3018,dogg,1
3019,filippino,1
3020,bassilyo,1
3021,avvicinarsi,1
3022,stimolo,1
3023,invasare,1
3024,tantissimi,1
3025,intenso,1
3026,trainee,1
3027,wave,1
3028,respirare,1
3029,cartello,1
3030,maxi,1
3031,schermo,1
3032,negozio,1
3033,sottofondo,1
3034,radiofonico,1
3035,popular,1
3036,colossale,1
3037,89,1
3038,sparso,1
3039,113,1
3040,ascoltatore,1
3041,mensile,1
3042,spotify,1
3043,incalcolabile,1
3044,concerto,1
3045,organizzato,1
3046,varo,1
3047,continente,1
3048,vinto,1
3049,billaboard,1
3050,dynamite,1
3051,capodanno,1
3052,186,1
3053,iu,1
3054,inserito,1
3055,influire,1
3056,profilo,1
3057,lalisa,1
3058,influencer,1
3059,twitter,1
3060,infrangere,1
3061,cinguettio,1
3062,hashtag,1
3063,altissima,1
3064,competitività,1
3065,testimoniare,1
3066,giovanissime,1
3067,ascendere,1
3068,decadere,1
3069,2ne1,1
3070,bigbang,1
3071,junior,1
3072,generations,1
3073,apripripista,1
3074,esplosione,1
3075,molteplice,1
3076,exo,1
3077,twice,1
3078,itzy,1
3079,aespa,1
3080,stray,1
3081,kidz,1
3082,ateez,1
3083,got7,1
3084,iz,1
3085,sciolto,1
3086,affermatissimi,1
3087,sunmi,1
3088,somi,1
3089,eric,1
3090,concertare,1
3091,positività,1
3092,energia,1
3093,allegria,1
3094,vitalità,1
3095,talent,1
3096,sanremo,1
3097,2009,1
3098,fortuna,1
3099,certain,1
3100,regard,1
3101,pier,1
3102,aiello,1
3103,pfa,1
3104,emme,1
3105,privare,1
3106,volubilità,1
3107,orrore,1
3108,ventisette,1
3109,bin,1
3110,evidente,1
3111,intellettivo,1
3112,ubriacare,1
3113,studentessa,1
3114,coincidenza,1
3115,polizia,1
3116,cialtrone,1
3117,opportunista,1
3118,confesso,1
3119,erba,1
3120,medicinale,1
3121,agopuntura,1
3122,mollare,1
3123,accadimento,1
3124,bravura,1
3125,incipit,1
3126,granire,1
3127,caspar,1
3128,david,1
3129,frederich,1
3130,contempo,1
3131,irritare,1
3132,sentimento,1
3133,avvicinare,1
3134,esplorarla,1
3135,peculiare,1
3136,funzionale,1
3137,spingerla,1
3138,giuria,1
3139,profondità,1
3140,cuore,1
3141,palla,1
3142,verso,1
3143,déjà,1
3144,vu,1
3145,edenlandia,1
3146,ascolto,1
3147,campiello,1
3148,exitus,1
3149,evadere,1
3150,23,1
3151,cacciare,1
3152,ruotare,1
3153,tono,1
3154,muralla,1
3155,roja,1
3156,disegnare,1
3157,ricardo,1
3158,bofill,1
3159,curiosità,1
